areaCode,areaName,areaType,date,newPeopleVaccinatedCompleteByVaccinationDate
E12000008,South East,region,19/04/2021,30301
E12000008,South East,region,18/04/2021,29041
E12000008,South East,region,17/04/2021,82534
E12000008,South East,region,16/04/2021,71523
E12000008,South East,region,15/04/2021,52487
E12000008,South East,region,14/04/2021,39721
E12000008,South East,region,13/04/2021,35181
E12000008,South East,region,12/04/2021,21284
E12000008,South East,region,11/04/2021,22197
E12000008,South East,region,10/04/2021,76590
E12000008,South East,region,09/04/2021,67281
E12000008,South East,region,08/04/2021,63371
E12000008,South East,region,07/04/2021,60671
E12000008,South East,region,06/04/2021,23630
E12000008,South East,region,05/04/2021,6535
E12000008,South East,region,04/04/2021,3104
E12000008,South East,region,03/04/2021,25299
E12000008,South East,region,02/04/2021,34507
E12000008,South East,region,01/04/2021,62585
E12000008,South East,region,31/03/2021,53831
E12000008,South East,region,30/03/2021,39751
E12000008,South East,region,29/03/2021,21771
E12000008,South East,region,28/03/2021,16887
E12000008,South East,region,27/03/2021,40621
E12000008,South East,region,26/03/2021,39837
E12000008,South East,region,25/03/2021,43067
E12000008,South East,region,24/03/2021,38890
E12000008,South East,region,23/03/2021,28153
E12000008,South East,region,22/03/2021,12877
E12000008,South East,region,21/03/2021,6974
E12000008,South East,region,20/03/2021,10189
E12000008,South East,region,19/03/2021,14728
E12000008,South East,region,18/03/2021,18088
E12000008,South East,region,17/03/2021,16333
E12000008,South East,region,16/03/2021,10781
E12000008,South East,region,15/03/2021,5131
E12000008,South East,region,14/03/2021,2578
E12000008,South East,region,13/03/2021,8630
E12000008,South East,region,12/03/2021,14224
E12000008,South East,region,11/03/2021,10773
E12000008,South East,region,10/03/2021,13328
E12000008,South East,region,09/03/2021,9033
E12000008,South East,region,08/03/2021,4562
E12000008,South East,region,07/03/2021,1548
E12000008,South East,region,06/03/2021,3240
E12000008,South East,region,05/03/2021,4447
E12000008,South East,region,04/03/2021,8323
E12000008,South East,region,03/03/2021,9014
E12000008,South East,region,02/03/2021,7006
E12000008,South East,region,01/03/2021,1692
E12000008,South East,region,28/02/2021,1416
E12000008,South East,region,27/02/2021,2176
E12000008,South East,region,26/02/2021,2574
E12000008,South East,region,25/02/2021,2885
E12000008,South East,region,24/02/2021,2553
E12000008,South East,region,23/02/2021,1736
E12000008,South East,region,22/02/2021,1468
E12000008,South East,region,21/02/2021,216
E12000008,South East,region,20/02/2021,181
E12000008,South East,region,19/02/2021,578
E12000008,South East,region,18/02/2021,632
E12000008,South East,region,17/02/2021,795
E12000008,South East,region,16/02/2021,675
E12000008,South East,region,15/02/2021,156
E12000008,South East,region,14/02/2021,162
E12000008,South East,region,13/02/2021,548
E12000008,South East,region,12/02/2021,1234
E12000008,South East,region,11/02/2021,1060
E12000008,South East,region,10/02/2021,806
E12000008,South East,region,09/02/2021,637
E12000008,South East,region,08/02/2021,491
E12000008,South East,region,07/02/2021,28
E12000008,South East,region,06/02/2021,103
E12000008,South East,region,05/02/2021,455
E12000008,South East,region,04/02/2021,425
E12000008,South East,region,03/02/2021,590
E12000008,South East,region,02/02/2021,286
E12000008,South East,region,01/02/2021,246
E12000008,South East,region,31/01/2021,244
E12000008,South East,region,30/01/2021,458
E12000008,South East,region,29/01/2021,391
E12000008,South East,region,28/01/2021,310
E12000008,South East,region,27/01/2021,113
E12000008,South East,region,26/01/2021,104
E12000008,South East,region,25/01/2021,189
E12000008,South East,region,24/01/2021,172
E12000008,South East,region,23/01/2021,92
E12000008,South East,region,22/01/2021,97
E12000008,South East,region,21/01/2021,161
E12000008,South East,region,20/01/2021,139
E12000008,South East,region,19/01/2021,188
E12000008,South East,region,18/01/2021,230
E12000008,South East,region,17/01/2021,50
E12000008,South East,region,16/01/2021,91
E12000008,South East,region,15/01/2021,380
E12000008,South East,region,14/01/2021,1072
E12000008,South East,region,13/01/2021,2641
E12000008,South East,region,12/01/2021,2318
E12000008,South East,region,11/01/2021,2520
E12000008,South East,region,10/01/2021,7390
E12000008,South East,region,09/01/2021,14745
E12000008,South East,region,08/01/2021,12571
E12000008,South East,region,07/01/2021,12061
E12000008,South East,region,06/01/2021,12097
E12000008,South East,region,05/01/2021,6803
E12000008,South East,region,04/01/2021,1115
E12000008,South East,region,03/01/2021,487
E12000008,South East,region,02/01/2021,653
E12000008,South East,region,01/01/2021,65
E12000008,South East,region,31/12/2020,479
E12000008,South East,region,30/12/2020,475
E12000008,South East,region,29/12/2020,393
E12000009,South West,region,02/10/2021,2279
E12000009,South West,region,01/10/2021,3184
E12000009,South West,region,30/09/2021,3386
E12000009,South West,region,29/09/2021,2969
E12000009,South West,region,28/09/2021,2891
E12000009,South West,region,27/09/2021,2917
E12000009,South West,region,26/09/2021,1890
E12000009,South West,region,25/09/2021,4059
E12000009,South West,region,24/09/2021,3992
E12000009,South West,region,23/09/2021,4905
E12000009,South West,region,22/09/2021,3693
E12000009,South West,region,21/09/2021,4393
E12000009,South West,region,20/09/2021,3818
E12000009,South West,region,19/09/2021,2568
E12000009,South West,region,18/09/2021,6337
E12000009,South West,region,17/09/2021,5739
E12000009,South West,region,16/09/2021,6157
E12000009,South West,region,15/09/2021,7210
E12000009,South West,region,14/09/2021,6147
E12000009,South West,region,13/09/2021,5942
E12000009,South West,region,12/09/2021,4562
E12000009,South West,region,11/09/2021,10464
E12000009,South West,region,10/09/2021,8482
E12000009,South West,region,09/09/2021,11078
E12000009,South West,region,08/09/2021,9573
E12000009,South West,region,07/09/2021,8692
E12000009,South West,region,06/09/2021,8871
E12000009,South West,region,05/09/2021,6173
E12000009,South West,region,04/09/2021,13898
E12000009,South West,region,03/09/2021,11603
E12000009,South West,region,02/09/2021,13246
E12000009,South West,region,01/09/2021,11171
E12000009,South West,region,31/08/2021,10464
E12000009,South West,region,30/08/2021,6653
E12000009,South West,region,29/08/2021,6287
E12000009,South West,region,28/08/2021,12207
E12000009,South West,region,27/08/2021,13320
E12000009,South West,region,26/08/2021,15133
E12000009,South West,region,25/08/2021,15485
E12000009,South West,region,24/08/2021,14076
E12000009,South West,region,23/08/2021,13695
E12000009,South West,region,22/08/2021,10767
E12000009,South West,region,21/08/2021,21447
E12000009,South West,region,20/08/2021,16160
E12000009,South West,region,19/08/2021,15954
E12000009,South West,region,18/08/2021,20150
E12000009,South West,region,17/08/2021,12171
E12000009,South West,region,16/08/2021,12501
E12000009,South West,region,15/08/2021,9974
E12000009,South West,region,14/08/2021,18848
E12000009,South West,region,13/08/2021,17689
E12000009,South West,region,12/08/2021,17192
E12000009,South West,region,11/08/2021,19619
E12000009,South West,region,10/08/2021,12811
E12000009,South West,region,09/08/2021,12255
E12000009,South West,region,08/08/2021,7082
E12000009,South West,region,07/08/2021,22794
E12000009,South West,region,06/08/2021,15192
E12000009,South West,region,05/08/2021,13230
E12000009,South West,region,04/08/2021,13135
E12000009,South West,region,03/08/2021,11734
E12000009,South West,region,02/08/2021,9634
E12000009,South West,region,01/08/2021,9315
E12000009,South West,region,31/07/2021,17140
E12000009,South West,region,30/07/2021,14404
E12000009,South West,region,29/07/2021,13886
E12000009,South West,region,28/07/2021,14447
E12000009,South West,region,27/07/2021,9477
E12000009,South West,region,26/07/2021,11818
E12000009,South West,region,25/07/2021,9087
E12000009,South West,region,24/07/2021,16151
E12000009,South West,region,23/07/2021,13178
E12000009,South West,region,22/07/2021,14177
E12000009,South West,region,21/07/2021,15454
E12000009,South West,region,20/07/2021,11837
E12000009,South West,region,19/07/2021,12105
E12000009,South West,region,18/07/2021,7102
E12000009,South West,region,17/07/2021,19933
E12000009,South West,region,16/07/2021,15344
E12000009,South West,region,15/07/2021,16517
E12000009,South West,region,14/07/2021,13822
E12000009,South West,region,13/07/2021,10619
E12000009,South West,region,12/07/2021,7556
E12000009,South West,region,11/07/2021,8388
E12000009,South West,region,10/07/2021,16116
E12000009,South West,region,09/07/2021,10586
E12000009,South West,region,08/07/2021,12576
E12000009,South West,region,07/07/2021,12018
E12000009,South West,region,06/07/2021,10670
E12000009,South West,region,05/07/2021,9656
E12000009,South West,region,04/07/2021,6589
E12000009,South West,region,03/07/2021,15689
E12000009,South West,region,02/07/2021,13290
E12000009,South West,region,01/07/2021,13498
E12000009,South West,region,30/06/2021,14158
E12000009,South West,region,29/06/2021,11249
E12000009,South West,region,28/06/2021,8910
E12000009,South West,region,27/06/2021,5609
E12000009,South West,region,26/06/2021,11746
E12000009,South West,region,25/06/2021,10036
E12000009,South West,region,24/06/2021,9915
E12000009,South West,region,23/06/2021,6393
E12000009,South West,region,22/06/2021,8794
E12000009,South West,region,21/06/2021,5193
E12000009,South West,region,20/06/2021,3790
E12000009,South West,region,19/06/2021,18747
E12000009,South West,region,18/06/2021,10174
E12000009,South West,region,17/06/2021,12480
E12000009,South West,region,16/06/2021,15882
E12000009,South West,region,15/06/2021,12411
E12000009,South West,region,14/06/2021,12585
E12000009,South West,region,13/06/2021,11791
E12000009,South West,region,12/06/2021,26171
E12000009,South West,region,11/06/2021,24774
E12000009,South West,region,10/06/2021,19368
E12000009,South West,region,09/06/2021,28393
E12000009,South West,region,08/06/2021,25385
E12000009,South West,region,07/06/2021,22538
E12000009,South West,region,06/06/2021,18583
E12000009,South West,region,05/06/2021,49658
E12000009,South West,region,04/06/2021,40790
E12000009,South West,region,03/06/2021,31829
E12000009,South West,region,02/06/2021,30566
E12000009,South West,region,01/06/2021,26617
E12000009,South West,region,31/05/2021,12156
E12000009,South West,region,30/05/2021,14433
E12000009,South West,region,29/05/2021,44924
E12000009,South West,region,28/05/2021,45469
E12000009,South West,region,27/05/2021,42041
E12000009,South West,region,26/05/2021,51968
E12000009,South West,region,25/05/2021,33236
E12000009,South West,region,24/05/2021,24544
E12000009,South West,region,23/05/2021,21503
E12000009,South West,region,22/05/2021,65134
E12000009,South West,region,21/05/2021,41422
E12000009,South West,region,20/05/2021,41054
E12000009,South West,region,19/05/2021,42156
E12000009,South West,region,18/05/2021,28278
E12000009,South West,region,17/05/2021,20518
E12000009,South West,region,16/05/2021,15264
E12000009,South West,region,15/05/2021,47831
E12000009,South West,region,14/05/2021,44948
E12000009,South West,region,13/05/2021,41887
E12000009,South West,region,12/05/2021,50775
E12000009,South West,region,11/05/2021,35233
E12000009,South West,region,10/05/2021,20387
E12000009,South West,region,09/05/2021,13156
E12000009,South West,region,08/05/2021,44097
E12000009,South West,region,07/05/2021,42379
E12000009,South West,region,06/05/2021,43697
E12000009,South West,region,05/05/2021,43826
E12000009,South West,region,04/05/2021,26160
E12000009,South West,region,03/05/2021,9098
E12000009,South West,region,02/05/2021,13651
E12000009,South West,region,01/05/2021,45604
E12000009,South West,region,30/04/2021,44174
E12000009,South West,region,29/04/2021,42359
E12000009,South West,region,28/04/2021,50870
E12000009,South West,region,27/04/2021,33616
E12000009,South West,region,26/04/2021,25672
E12000009,South West,region,25/04/2021,26028
E12000009,South West,region,24/04/2021,69277
E12000009,South West,region,23/04/2021,50839
E12000009,South West,region,22/04/2021,40307
E12000009,South West,region,21/04/2021,39904
E12000009,South West,region,20/04/2021,28224
E12000009,South West,region,19/04/2021,23149
E12000009,South West,region,18/04/2021,23169
E12000009,South West,region,17/04/2021,79004
E12000009,South West,region,16/04/2021,49132
E12000009,South West,region,15/04/2021,39661
E12000009,South West,region,14/04/2021,33070
E12000009,South West,region,13/04/2021,23999
E12000009,South West,region,12/04/2021,20827
E12000009,South West,region,11/04/2021,13862
E12000009,South West,region,10/04/2021,50869
E12000009,South West,region,09/04/2021,38328
E12000009,South West,region,08/04/2021,38709
E12000009,South West,region,07/04/2021,40501
E12000009,South West,region,06/04/2021,14969
E12000009,South West,region,05/04/2021,4602
E12000009,South West,region,04/04/2021,3851
E12000009,South West,region,03/04/2021,17424
E12000009,South West,region,02/04/2021,25567
E12000009,South West,region,01/04/2021,46440
E12000009,South West,region,31/03/2021,35781
E12000009,South West,region,30/03/2021,28158
E12000009,South West,region,29/03/2021,12571
E12000009,South West,region,28/03/2021,8033
E12000009,South West,region,27/03/2021,25676
E12000009,South West,region,26/03/2021,29398
E12000009,South West,region,25/03/2021,22411
E12000009,South West,region,24/03/2021,20510
E12000009,South West,region,23/03/2021,15763
E12000009,South West,region,22/03/2021,5762
E12000009,South West,region,21/03/2021,2949
E12000009,South West,region,20/03/2021,8346
E12000009,South West,region,19/03/2021,11936
E12000009,South West,region,18/03/2021,12400
E12000009,South West,region,17/03/2021,12220
E12000009,South West,region,16/03/2021,8535
E12000009,South West,region,15/03/2021,3238
E12000009,South West,region,14/03/2021,2612
E12000009,South West,region,13/03/2021,4219
E12000009,South West,region,12/03/2021,5522
E12000009,South West,region,11/03/2021,6403
E12000009,South West,region,10/03/2021,7770
E12000009,South West,region,09/03/2021,4759
E12000009,South West,region,08/03/2021,2633
E12000009,South West,region,07/03/2021,1232
E12000009,South West,region,06/03/2021,2700
E12000009,South West,region,05/03/2021,5385
E12000009,South West,region,04/03/2021,6291
E12000009,South West,region,03/03/2021,4715
E12000009,South West,region,02/03/2021,3076
E12000009,South West,region,01/03/2021,1786
E12000009,South West,region,28/02/2021,1859
E12000009,South West,region,27/02/2021,2334
E12000009,South West,region,26/02/2021,1898
E12000009,South West,region,25/02/2021,2416
E12000009,South West,region,24/02/2021,2071
E12000009,South West,region,23/02/2021,1453
E12000009,South West,region,22/02/2021,1203
E12000009,South West,region,21/02/2021,218
E12000009,South West,region,20/02/2021,309
E12000009,South West,region,19/02/2021,337
E12000009,South West,region,18/02/2021,341
E12000009,South West,region,17/02/2021,461
E12000009,South West,region,16/02/2021,282
E12000009,South West,region,15/02/2021,225
E12000009,South West,region,14/02/2021,54
E12000009,South West,region,13/02/2021,228
E12000009,South West,region,12/02/2021,348
E12000009,South West,region,11/02/2021,253
E12000009,South West,region,10/02/2021,146
E12000009,South West,region,09/02/2021,102
E12000009,South West,region,08/02/2021,34
E12000009,South West,region,07/02/2021,44
E12000009,South West,region,06/02/2021,116
E12000009,South West,region,05/02/2021,159
E12000009,South West,region,04/02/2021,150
E12000009,South West,region,03/02/2021,113
E12000009,South West,region,02/02/2021,142
E12000009,South West,region,01/02/2021,162
E12000009,South West,region,31/01/2021,343
E12000009,South West,region,30/01/2021,332
E12000009,South West,region,29/01/2021,232
E12000009,South West,region,28/01/2021,31
E12000009,South West,region,27/01/2021,31
E12000009,South West,region,26/01/2021,21
E12000009,South West,region,25/01/2021,14
E12000009,South West,region,24/01/2021,60
E12000009,South West,region,23/01/2021,61
E12000009,South West,region,22/01/2021,33
E12000009,South West,region,21/01/2021,66
E12000009,South West,region,20/01/2021,47
E12000009,South West,region,19/01/2021,47
E12000009,South West,region,18/01/2021,20
E12000009,South West,region,17/01/2021,79
E12000009,South West,region,16/01/2021,124
E12000009,South West,region,15/01/2021,80
E12000009,South West,region,14/01/2021,161
E12000009,South West,region,13/01/2021,102
E12000009,South West,region,12/01/2021,211
E12000009,South West,region,11/01/2021,735
E12000009,South West,region,10/01/2021,7115
E12000009,South West,region,09/01/2021,9038
E12000009,South West,region,08/01/2021,5608
E12000009,South West,region,07/01/2021,10776
E12000009,South West,region,06/01/2021,10566
E12000009,South West,region,05/01/2021,5570
E12000009,South West,region,04/01/2021,901
E12000009,South West,region,03/01/2021,593
E12000009,South West,region,02/01/2021,662
E12000009,South West,region,01/01/2021,30
E12000009,South West,region,31/12/2020,378
E12000009,South West,region,30/12/2020,369
E12000009,South West,region,29/12/2020,92
